id,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll091,,,,Pearl V. Turner photo 91,Pearl V. Turner,8/x/1914,Film photo of people standing in a group in front of a mountain range; no caption,,Colorado,,,"Pg 28, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll092,,,,Pearl V. Turner photo 92,Pearl V. Turner,8/x/1914,Film photo of a body of water in front of a mountain side; no caption,,Colorado,,,"Pg 28, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll093,,,,Pearl V. Turner photo 93,Pearl V. Turner,8/x/1914,Film photo of a mountain range with the sky; no caption,,Colorado,,,"Pg 28, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll094,,,,Pearl V. Turner photo 94,Pearl V. Turner,8/x/1914,Film photo of people standing on a rocky crest with a mountain range in the background; no caption ,,Colorado,,,"Pg 28, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll095,,,,Pearl V. Turner photo 95,Pearl V. Turner,8/x/1914,"Film photo of a person and a horse standing together with a mountain range; caption ""Flattop""",,"Flattop Mountain, Colorado",,,"Pg 29, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll096,,,,Pearl V. Turner photo 96,Pearl V. Turner,8/x/1914,"Film photo of a person guiding a horse out of snow; caption ""to Falttop""",,"Flattop Mountain, Colorado",,,"Pg 29, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll097,,,,Pearl V. Turner photo 97,Pearl V. Turner,8/x/1914,"Film photo of a rocky slope with a mountain range; caption ""to Flattop""",,"Flattop Mountain, Colorado",,,"Pg 29, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll098,,,,Pearl V. Turner photo 98,Pearl V. Turner,8/x/1914,Film photo of a group of people on the summit of a mountain,,"Flattop Mountain, Colorado",,,"Pg 29, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll099,,,,Pearl V. Turner photo 99,Pearl V. Turner,8/x/1914,Film photo of two people on a mountian summit; no caption ,,Colorado,,,"Pg 30, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll100,,,,Pearl V. Turner photo 100,Pearl V. Turner,8/x/1914,Film photo of a group of people looking out to mountains; no caption,,Colorado,,,"Pg 30, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll101,,,,Pearl V. Turner photo 101,Pearl V. Turner,8/x/1914,Film photo of people on top of rocks with an American Flag; no caption,,Colorado,,,"Pg 30, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll102,,,,Pearl V. Turner photo 102,Pearl V. Turner,8/x/1914,"Film photo of a landscape with mountains, trees, and a person looking out; caption ""To Mt Julian""",,"Mount Julian, Colorado",,,"Pg 31, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll103,,,,Pearl V. Turner photo 103,Pearl V. Turner,8/x/1914,Film photo of a landscape with a mountain range; no caption,,Colorado,,,"Pg 31, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll104,,,,Pearl V. Turner photo 104,Pearl V. Turner,8/19/1914,"FIlm photo of a snow field, a frozen lake and a mountainside; caption ""Frozen Lake""",,Colorado,,,"Pg 31, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll105,,,,Pearl V. Turner photo 105,Pearl V. Turner,8/20/1914,"Film photo of people walking on a rocky ridge with mountains; caption ""To Mt Chapin""",,"Mount Chapin, Colorado",,,"Pg 32, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll106,,,,Pearl V. Turner photo 106,Pearl V. Turner,8/x/1914,FIlm photo of people busy at a campsite; no caption,,Colorado,,,"Pg 32, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll107,,,,Pearl V. Turner photo 107,Pearl V. Turner,8/x/1914,Film photo of people on a rocky summit; no caption,,Colorado,,,"Pg 32, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll108,,,,Pearl V. Turner photo 108,Pearl V. Turner,8/20/1914,"FIlm photo of a person on a rocky mountain face; caption ""To Mt Ypsilon""",,"Mount Ypsilon, Colorado",,,"Pg 32, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll109,,,,Pearl V. Turner photo 109,Pearl V. Turner,8/x/1914,Film photo of a lake with trees and a mountain peak in the background; no caption,,Colorado,,,"Pg 33, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll110,,,,Pearl V. Turner photo 110,Pearl V. Turner,8/x/1914,Film photo of a lake with hills; no caption,,Colorado,,,"Pg 33, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll111,,,,Pearl V. Turner photo 111,Pearl V. Turner,8/20/1914,"Film photo of mountains with trees; caption ""Down toward Horseshoe Park""",,"Horseshoe Park, Colorado",,,"Pg 33, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll112,,,,Pearl V. Turner photo 112,Pearl V. Turner,8/x/1914,"Film photo of a lanscape with trees, fields, and a distant mountain range; no caption",,Colorado,,,"Pg 34, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll113,,,,Pearl V. Turner photo 113,Pearl V. Turner,8/x/1914,Film photo of a mountain range with trees; no caption,,Colorado,,,"Pg 34, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll114,,,,Pearl V. Turner photo 114,Pearl V. Turner,8/x/1914,Film photo of a person sitting on a ledge with a view of a lake and mountain range; no caption,,Colorado,,,"Pg 34, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll115,,,,Pearl V. Turner photo 115,Pearl V. Turner,8/x/1914,Film photo of a mountains reflecting in a lake; no caption,,Colorado,,,"Pg 35, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll116,,,,Pearl V. Turner photo 116,Pearl V. Turner,8/x/1914,Film photo of mountains flanking a field; no caption,,Colorado,,,"Pg 35, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll117,,,,Pearl V. Turner photo 117,Pearl V. Turner,8/x/1914,Film photo of a mountain and trees; no caption,,Colorado,,,"Pg 35, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll118,,,,Pearl V. Turner photo 118,Pearl V. Turner,8/21/1914,"Film photo of a person with a pack of horses in the forest; caption ""Pack Train on Fall River Trail"" ",,"Fall River Trail, Colorado",,,"Pg 36, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll119,,,,Pearl V. Turner photo 119,Pearl V. Turner,8/21/1914,"Film photo of a dirt road with people walking; caption ""Convict Road""",,Colorado,,,"Pg 36, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll120,,,,Pearl V. Turner photo 120,Pearl V. Turner,8/21/1914,"Film photo of people standing in a shop door; caption ""Blacksmith Shop of Convicts""",,Colorado,,,"Pg 36, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll121,,,,Pearl V. Turner photo 121,Pearl V. Turner,8/21/1914,"Film photo of a car with camping cargo and people; caption ""Cars met us and took our baggage on""",,Colorado,,,"Pg 36, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll122,,,,Pearl V. Turner photo 122,Pearl V. Turner,8/21/1914,"Film photo of a car in a ditch with people; caption ""Some didn't""",,Colorado,,,"Pg 37, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll123,,,,Pearl V. Turner photo 123,Pearl V. Turner,8/21/1914,Film photo of a cabin with people on horses in front; no caption,,Colorado,,,"Pg 37, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll124,,,,Pearl V. Turner photo 124,Pearl V. Turner,8/21/1914,"Film photo of people gathered in campsite; caption ""Last camp"" ",,Colorado,,,"Pg 37, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll125,,,,Pearl V. Turner photo 125,Pearl V. Turner,8/21/1914,"Film photo of people sleeping on the ground of a campsite with cars and a cabin; caption ""Last night out"" ",,Colorado,,,"Pg 37, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll126,,,,Pearl V. Turner photo 126,Pearl V. Turner,8/21/1914,"Film photo of a building with trees; caption ""Horseshoe Inn""",,Colorado,,,"Pg 38, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll127,,,,Pearl V. Turner photo 127,Pearl V. Turner,8/21/1914,"Film photo of a man standing with a tree; caption ""Enos Mills addressed us""",,Colorado,,,"Pg 38, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll128,,,,Pearl V. Turner photo 128,Pearl V. Turner,8/21/1914,"Film photo of people entering a cabin with cars in front; caption ""We slept inside on floor in our sleeping bags"" ",,Colorado,,,"Pg 38, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll129,,,,Pearl V. Turner journal page 1,Pearl V. Turner,8/10/1914,Page 1 of Pearl V. Turner's journal; orginal typewritten copy,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll130,,,,Pearl V. Turner journal page 2,Pearl V. Turner,8/10/1914,Page 2 of Pearl V. Turner's journal; original typewritten copy,,"Adam Falls, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll131,,,,Pearl V. Turner journal page 3,Pearl V. Turner,8/12/1914 ; 8/13/1914,Page 3 of Pearl V. Turner's journal; original typewritten copy,,"Ute Mountain, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll132,,,,Pearl V. Turner journal page 4,Pearl V. Turner,8/13/1914 ; 8/14/1914,Page 4 of Pearl V. Turner's journal; original typewritten copy,,"Arapaho National Forest, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll133,,,,Pearl V. Turner journal page 5,Pearl V. Turner,8/14/1914,Page 5 of Pearl V. Turner's journal; original typewritten copy,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll134,,,,Pearl V. Turner journal page 6,Pearl V. Turner,8/14/1914 ; 8/15/1914,Page 6 of Pearl V. Turner's journal; original typewritten copy,,"Bennett Falls, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll135,,,,Pearl V. Turner journal page 7,Pearl V. Turner,8/15/1914,Page 7 of Pearl V. Turner's journal; original typewritten copy,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll136,,,,Pearl V. Turner journal page 8,Pearl V. Turner,8/15/1914 ; 8/16/1914,Page 8 of Pearl V. Turner's journal; original typewritten copy,,"Mount Lulu, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll137,,,,Pearl V. Turner journal page 9,Pearl V. Turner,8/16/1914 ; 8/17/1914,Page 9 of Pearl V. Turner's journal; original typewritten copy,,"Mount Richthofen, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll138,,,,Pearl V. Turner journal page 10,Pearl V. Turner,8/17/1914,Page 10 of Pearl V. Turner's journal; original typewritten copy,,"Mount Richthofen, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll139,,,,Pearl V. Turner journal page 11,Pearl V. Turner,8/17/1914 ; 8/18/1914,Page 11 of Pearl V. Turner's journal; original typewritten copy,,"Specimen Mountain, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll140,,,,Pearl V. Turner journal page 12,Pearl V. Turner,8/18/1914,Page 12 of Pearl V. Turner's journal; original typewritten copy,,"Specimen Mountain, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll141,,,,Pearl V. Turner journal page 13a,Pearl V. Turner,8/18/1914,Page 13a of Pearl V. Turner's journal; original typewritten copy; labeled page 13,,"Specimen Mountain, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll142,,,,Pearl V. Turner journal page 13b,Pearl V. Turner,8/18/1914,Page 13b of Pearl V. Turner's journal; original typewritten copy; labeled page 13,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll143,,,,Pearl V. Turner journal page 14,Pearl V. Turner,8/18/1914 ; 8/19/1914,Page 14 of Pearl V. Turner's journal; original typewritten copy,,"Fall River, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll144,,,,Pearl V. Turner journal page 15,Pearl V. Turner,8/19/1914 ; 8/20/1914,Page 15 of Pearl V. Turner's journal; original typewritten copy,,"Chiquita, Colorado; Mount Ypsilon, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll145,,,,Pearl V. Turner journal page 16,Pearl V. Turner,8/20/1914,Page 16 of Pearl V. Turner's journal; original typewritten copy,,"Chiquita, Colorado; Mount Ypsilon, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll146,,,,Pearl V. Turner journal page 17,Pearl V. Turner,8/20/1914,Page 17 of Pearl V. Turner's journal; original  typewritten copy,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll147,,,,Pearl V. Turner journal page 18,Pearl V. Turner,8/20/1914 ; 8/21/1914,Page 18 of Pearl V. Turner's journal; original typewritten copy,,"Hallett Glacier, Colorado; Mount Fairchild, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll148,,,,Pearl V. Turner journal page 19,Pearl V. Turner,8/21/1914 ; 8/22/1914,Page 19 of Pearl V. Turner's journal; original typewritten copy,,"Estes Park, Colorado; Horseshoe Park, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll149,,,,Pearl V. Turner journal page 20,Pearl V. Turner,8/22/1914 ; 8/29/1914,Page 20 of Pearl V. Turner's journal; original typewritten copy,,"Estes Park, Colorado; St. Vrain Canyon, Colorado; Longmont, Colorado; Boulder, Colorado",,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
coll150,,,,Pearl V. Turner journal page 21,Pearl V. Turner,8/29/1914,Page 21 of Pearl V. Turner's journal; original typewritten copy,,Colorado,,,"Pg 41, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,,,,,
